PH	OC	Mg	N	P	K	Zn	Fe	Cu	Mn	Sand	Silt	Clay	CaCO3	CEC	Fertility_Class
5.72	2.5	2.48	135	12.3	132	0.49	2.77	0.62	2.19	73.89	7.05	6.03	6.69	12.63	Moderate
5.72	2.5	2.48	135	12.3	132	0.49	2.77	0.62	2.19	73.89	7.05	6.03	6.69	12.63	Moderate
5.72	2.5	2.48	135	12.3	132	0.49	2.77	0.62	2.19	73.89	7.05	6.03	6.69	12.63	Moderate
5.73	2.1	3.64	46	11.52	53	0.93	2.76	0.82	1.81	76.44	3.91	8.44	8.13	2.87	Low
5.73	3.64	2.54	12	17.27	63	0.51	3.55	0.25	2.39	72.4	4.91	11.93	12.67	24.81	Low
5.73	2.1	3.64	46	11.52	53	0.93	2.76	0.82	1.81	76.44	3.91	8.44	8.13	2.87	Low
5.73	3.64	2.54	12	17.27	63	0.51	3.55	0.25	2.39	72.4	4.91	11.93	12.67	24.81	Low
5.73	1.64	2.54	12	7.27	33	0.51	3.55	0.25	2.39	52.4	4.91	8.93	7.67	4.81	Very Low
5.73	2.1	1.34	26	9.52	23	0.93	2.76	0.82	1.81	56.44	3.91	8.44	6.13	2.87	Very Low
5.73	1.64	2.54	12	7.27	33	0.51	3.55	0.25	2.39	52.4	4.91	8.93	7.67	4.81	Very Low
5.73	0.73	2.02	233	30.52	138	1.58	7.27	0.84	7.68	99.61	6.95	11.95	9.37	8.87	High
5.73	3.36	2.33	259	20.79	296	0.49	7.14	0.62	7.17	89.89	7.49	7.76	6.5	8.86	High
5.73	1.77	6.73	146	20.63	209	0.55	5.63	0.72	6.22	78.05	9.61	13.83	14.82	3.74	High
5.73	3.36	2.33	259	20.79	296	0.49	7.14	0.62	7.17	89.89	7.49	7.76	6.5	8.86	High
5.73	1.77	6.73	146	20.63	209	0.55	5.63	0.72	6.22	78.05	9.61	13.83	14.82	3.74	High
5.73	3.24	6.31	192	15.95	220	0.96	8.74	0.22	2.82	70.05	3.24	13.36	13.42	15.01	High
5.73	0.73	2.02	233	30.52	138	1.58	7.27	0.84	7.68	99.61	6.95	11.95	9.37	8.87	High
5.73	3.36	2.33	259	20.79	296	0.49	7.14	0.62	7.17	89.89	7.49	7.76	6.5	8.86	High
5.73	1.77	6.73	146	20.63	209	0.55	5.63	0.72	6.22	78.05	9.61	13.83	14.82	3.74	High
5.73	3.64	2.54	139	36.27	153	0.51	3.55	0.25	2.39	72.4	4.91	11.93	12.67	24.81	Moderate
5.73	1.03	3.62	167	12.8	126	0.76	2.55	0.33	6.92	76.03	4.15	8.88	9.14	9.4	Moderate
5.73	3.64	2.54	139	36.27	153	0.51	3.55	0.25	2.39	72.4	4.91	11.93	12.67	24.81	Moderate
5.73	3.64	2.54	139	36.27	153	0.51	3.55	0.25	2.39	72.4	4.91	11.93	12.67	24.81	Moderate
5.73	1.03	3.62	167	12.8	126	0.76	2.55	0.33	6.92	76.03	4.15	8.88	9.14	9.4	Moderate
5.73	3.64	2.54	139	36.27	153	0.51	3.55	0.25	2.39	72.4	4.91	11.93	12.67	24.81	Moderate
5.73	3.64	2.54	139	36.27	153	0.51	3.55	0.25	2.39	72.4	4.91	11.93	12.67	24.81	Moderate
5.73	1.03	3.62	167	12.8	126	0.76	2.55	0.33	6.92	76.03	4.15	8.88	9.14	9.4	Moderate
5.74	2.4	1.27	448	59.02	229	0.35	8.35	0.7	4.39	89.71	3.42	14.17	12	24.46	Very High
5.74	1.24	7.29	323	12.63	152	1.38	6.07	0.25	4.9	94.46	7.97	7.97	10.84	19.03	Very High
5.74	4.7	3.05	189	33.74	253	0.52	4.91	0.86	5.89	99.23	4.64	13.67	5.72	24.69	Very High
5.74	2.4	1.27	448	59.02	229	0.35	8.35	0.7	4.39	89.71	3.42	14.17	12	24.46	Very High
5.74	1.24	7.29	323	12.63	152	1.38	6.07	0.25	4.9	94.46	7.97	7.97	10.84	19.03	Very High
5.74	4.7	3.05	189	33.74	253	0.52	4.91	0.86	5.89	99.23	4.64	13.67	5.72	24.69	Very High
5.74	2.4	1.27	448	59.02	229	0.35	8.35	0.7	4.39	89.71	3.42	14.17	12	24.46	Very High
5.74	1.15	5.43	227	11.6	254	0.65	5.53	0.53	2.92	77.69	14.08	8.42	16.03	20.41	High
5.74	1.47	6.79	286	25.96	236	0.32	5.14	0.24	5.59	76.07	10.38	12.98	5.98	19.31	High
5.74	1.15	5.43	227	11.6	254	0.65	5.53	0.53	2.92	77.69	14.08	8.42	16.03	20.41	High
5.74	1.47	6.79	286	25.96	236	0.32	5.14	0.24	5.59	76.07	10.38	12.98	5.98	19.31	High
5.74	1.15	5.43	227	11.6	254	0.65	5.53	0.53	2.92	77.69	14.08	8.42	16.03	20.41	High
5.74	1.47	6.79	286	25.96	236	0.32	5.14	0.24	5.59	76.07	10.38	12.98	5.98	19.31	High
5.74	2.62	0.23	151	46.92	374	1.77	4.69	0.79	5.45	79.82	5.02	12.51	10.65	16.04	Moderate
5.74	0.81	4.46	131	10.09	346	1.89	2.57	0.77	2.55	80.34	8.87	8.44	3.4	3.75	Moderate
5.74	2.62	0.23	151	46.92	374	1.77	4.69	0.79	5.45	79.82	5.02	12.51	10.65	16.04	Moderate
5.74	0.81	4.46	131	10.09	346	1.89	2.57	0.77	2.55	80.34	8.87	8.44	3.4	3.75	Moderate
5.74	2.62	0.23	151	46.92	374	1.77	4.69	0.79	5.45	79.82	5.02	12.51	10.65	16.04	Moderate
5.75	1.76	1.36	14	18.33	80	0.36	5.83	0.99	3.88	65.2	3.41	5.25	4.65	5.48	Low
5.75	1.17	3.65	86	12.9	75	0.87	5.43	0.32	1.16	63.6	8.98	7.96	9.45	8.72	Low
5.75	1.76	1.36	14	18.33	80	0.36	5.83	0.99	3.88	65.2	3.41	5.25	4.65	5.48	Low
5.75	1.17	3.65	86	12.9	75	0.87	5.43	0.32	1.16	63.6	8.98	7.96	9.45	8.72	Low
5.75	1.76	1.36	14	18.33	80	0.36	5.83	0.99	3.88	65.2	3.41	5.25	4.65	5.48	Low
5.75	1.76	1.36	14	18.33	30	0.36	5.83	0.49	3.88	55.2	3.41	5.25	4.65	5.48	Very Low
5.75	1.17	2.65	26	8.9	25	0.87	5.43	0.32	1.16	53.6	8.98	7.96	5.45	4.72	Very Low
5.75	1.76	1.36	14	18.33	30	0.36	5.83	0.49	3.88	55.2	3.41	5.25	4.65	5.48	Very Low
5.75	1.76	2.52	207	23.63	186	0.59	3.09	0.6	6.37	81.78	16.76	7.28	11.61	23.03	High
5.75	1.76	2.52	207	23.63	186	0.59	3.09	0.6	6.37	81.78	16.76	7.28	11.61	23.03	High
5.75	1.76	2.52	207	23.63	186	0.59	3.09	0.6	6.37	81.78	16.76	7.28	11.61	23.03	High
5.76	4.98	3.47	367	10.77	387	0.84	3.42	0.58	1.34	93.99	12.63	6.47	14.87	22.51	Very High
5.76	4.98	3.47	367	10.77	387	0.84	3.42	0.58	1.34	93.99	12.63	6.47	14.87	22.51	Very High
5.76	0.61	1.64	51	12.17	121	1.15	4.95	0.38	6.67	70.76	5.61	10.61	10.16	9.13	Low
5.76	1.81	0.73	79	12.39	11	0.97	8.91	0.34	1.71	82.25	17.19	2.17	8.5	6.38	Low
5.76	0.61	1.64	51	12.17	121	1.15	4.95	0.38	6.67	70.76	5.61	10.61	10.16	9.13	Low
5.76	1.81	0.73	79	12.39	11	0.97	8.91	0.34	1.71	82.25	17.19	2.17	8.5	6.38	Low
5.76	0.61	1.64	51	12.17	121	1.15	4.95	0.38	6.67	70.76	5.61	10.61	10.16	9.13	Low
5.76	0.61	1.64	21	11.03	11	0.15	4.95	0.38	6.67	50.76	5.61	10.61	10.16	9.13	Very Low
5.76	1.81	0.73	39	9.39	11	0.97	8.91	0.34	1.71	52.25	7.19	2.17	8.5	6.38	Very Low
5.76	1.81	0.73	39	9.39	11	0.97	8.91	0.34	1.71	52.25	7.19	2.17	8.5	6.38	Very Low
5.76	3.62	3.07	420	26.58	269	1.56	2.39	0.42	3.39	85.73	6.08	7.7	8.93	5.88	High
5.76	3.62	3.07	420	26.58	269	1.56	2.39	0.42	3.39	85.73	6.08	7.7	8.93	5.88	High
5.76	3.62	3.07	420	26.58	269	1.56	2.39	0.42	3.39	85.73	6.08	7.7	8.93	5.88	High
5.76	1.81	0.73	179	42.39	111	0.97	8.91	0.34	1.71	82.25	17.19	12.17	8.5	6.38	Moderate
5.76	1.81	0.73	179	42.39	111	0.97	8.91	0.34	1.71	82.25	17.19	12.17	8.5	6.38	Moderate
5.78	4.05	1.5	17	15.85	14	0.71	2.85	0.35	1.3	82.83	11.75	8.16	6.25	12.15	Low
5.78	4.05	1.5	17	15.85	14	0.71	2.85	0.35	1.3	82.83	11.75	8.16	6.25	12.15	Low
5.78	4.05	1.5	14	9.05	14	0.71	2.85	0.35	1.3	52.83	8.75	8.16	6.25	12.15	Very Low
5.78	4.05	1.5	14	9.05	14	0.71	2.85	0.35	1.3	52.83	8.75	8.16	6.25	12.15	Very Low
5.78	2.57	6.5	220	31.93	274	0.91	2.49	0.55	2.6	92.66	9.25	8.18	9.25	7.22	High
5.78	2.57	6.5	220	31.93	274	0.91	2.49	0.55	2.6	92.66	9.25	8.18	9.25	7.22	High
5.78	3.3	0.92	276	43.62	196	0.59	7.18	0.25	6.03	82.79	14.22	9.55	15.6	4.81	High
5.78	2.76	3.87	296	19.74	231	0.67	4.24	0.34	2.14	82.96	17.82	8.01	8.64	7.75	High
5.78	3.51	4.35	210	25.35	249	0.97	4.61	0.42	1.86	93.47	12.02	12.57	12.67	3.96	High
5.78	2.57	6.5	220	31.93	274	0.91	2.49	0.55	2.6	92.66	9.25	8.18	9.25	7.22	High
5.78	2.05	1.5	154	13.85	145	1.71	2.85	0.35	1.3	82.83	11.75	8.16	6.25	12.15	Moderate
5.78	3.24	0.56	295	57.08	241	0.29	8.67	0.35	2.08	76.32	6.6	6.29	16.47	8.75	Moderate
5.78	2.05	1.5	154	13.85	145	1.71	2.85	0.35	1.3	82.83	11.75	8.16	6.25	12.15	Moderate
5.78	3.24	0.56	295	57.08	241	0.29	8.67	0.35	2.08	76.32	6.6	6.29	16.47	8.75	Moderate
5.78	2.05	1.5	154	13.85	145	1.71	2.85	0.35	1.3	82.83	11.75	8.16	6.25	12.15	Moderate
5.79	2.14	1.99	182	26.04	338	1.13	9.93	0.25	3.99	82.49	12.5	12.5	12.63	19.77	Very High
5.79	2.14	1.99	182	26.04	338	1.13	9.93	0.25	3.99	82.49	12.5	12.5	12.63	19.77	Very High
5.79	1.81	2.22	80	17.92	36	0.74	4.17	0.34	1.65	76.55	7.55	8.55	6.4	9.91	Low
5.79	1.81	2.22	80	17.92	36	0.74	4.17	0.34	1.65	76.55	7.55	8.55	6.4	9.91	Low
5.79	1.81	1.22	40	7.92	16	0.74	4.17	0.34	1.65	46.55	7.55	8.55	6.4	9.91	Very Low
5.79	1.81	1.22	40	7.92	16	0.74	4.17	0.34	1.65	46.55	7.55	8.55	6.4	9.91	Very Low
5.79	1.48	1.69	256	30.28	212	1.41	3.67	0.54	1.7	90.03	11.72	10.53	7.75	21.89	High
5.79	3.58	1.36	224	32.59	224	1.4	2.05	0.98	4.93	89.11	6.08	13.27	8.75	4.74	High
5.79	1.48	1.69	256	30.28	212	1.41	3.67	0.54	1.7	90.03	11.72	10.53	7.75	21.89	High
5.79	3.58	1.36	224	32.59	224	1.4	2.05	0.98	4.93	89.11	6.08	13.27	8.75	4.74	High
5.79	1.48	1.69	256	30.28	212	1.41	3.67	0.54	1.7	90.03	11.72	10.53	7.75	21.89	High
5.79	3.58	1.36	224	32.59	224	1.4	2.05	0.98	4.93	89.11	6.08	13.27	8.75	4.74	High
5.79	1.81	4.22	364	17.92	365	0.74	4.17	0.34	1.65	76.55	7.55	14.43	6.4	9.91	Moderate
5.79	1.81	4.22	364	17.92	365	0.74	4.17	0.34	1.65	76.55	7.55	14.43	6.4	9.91	Moderate
5.79	1.81	4.22	364	17.92	365	0.74	4.17	0.34	1.65	76.55	7.55	14.43	6.4	9.91	Moderate
5.8	3.21	1.98	136	47.25	200	1.85	6.41	0.86	6.6	84.89	5.76	8.67	5.9	10.01	Very High
5.8	3.21	1.98	136	47.25	200	1.85	6.41	0.86	6.6	84.89	5.76	8.67	5.9	10.01	Very High
5.8	3.21	1.98	136	47.25	200	1.85	6.41	0.86	6.6	84.89	5.76	8.67	5.9	10.01	Very High
5.8	2.89	0.91	208	20.27	207	0.41	6.06	0.93	6.36	88.65	7.97	14.42	9.25	10.59	High
5.8	2.48	2.99	211	32.53	136	1.69	4.01	0.23	5.23	78.22	15.26	12.56	6.8	9.69	High
5.8	2.89	0.91	208	20.27	207	0.41	6.06	0.93	6.36	88.65	7.97	14.42	9.25	10.59	High
5.8	2.48	2.99	211	32.53	136	1.69	4.01	0.23	5.23	78.22	15.26	12.56	6.8	9.69	High
5.8	2.89	0.91	208	20.27	207	0.41	6.06	0.93	6.36	88.65	7.97	14.42	9.25	10.59	High
5.8	2.08	0.98	110	13.25	171	1.47	2.94	0.32	2.27	93.19	8.35	9.29	12.74	12.49	Moderate
5.8	2.08	0.98	110	13.25	171	1.47	2.94	0.32	2.27	93.19	8.35	9.29	12.74	12.49	Moderate
5.81	2.15	1.17	89	10.75	24	0.21	2.8	0.25	2.72	72.69	14.14	7.64	5.87	6.54	Low
5.81	2.15	1.17	89	10.75	24	0.21	2.8	0.25	2.72	72.69	14.14	7.64	5.87	6.54	Low
5.81	2.15	1.17	89	10.75	24	0.21	2.8	0.25	2.72	72.69	14.14	7.64	5.87	6.54	Low
5.81	0.95	1.17	89	10.75	24	0.21	2.8	0.25	2.72	52.69	14.14	7.64	5.87	6.54	Very Low
5.81	0.32	1.17	89	10.75	24	0.21	2.8	0.25	2.72	52.69	14.14	7.64	5.87	6.54	Very Low
5.81	2.15	5.7	205	20.96	237	1.48	8.58	0.79	4.57	79.4	3.37	9.19	8.27	5.67	High
5.81	2.15	5.7	205	20.96	237	1.48	8.58	0.79	4.57	79.4	3.37	9.19	8.27	5.67	High
5.82	1.17	2.83	255	29.25	227	0.79	7.51	0.64	7.77	91.7	3.18	8.11	9.54	12.04	High
5.82	1.17	2.83	255	29.25	227	0.79	7.51	0.64	7.77	91.7	3.18	8.11	9.54	12.04	High
5.82	0.61	2.14	227	20.39	250	1.6	6.72	0.88	6.1	76.59	10.65	8.35	9.95	10.61	High
5.82	1.17	2.83	255	29.25	227	0.79	7.51	0.64	7.77	91.7	3.18	8.11	9.54	12.04	High
5.82	0.55	0.52	409	28.2	229	1.23	4.26	0.26	6.71	83.61	12.22	12.7	4.51	10.06	Moderate
5.82	0.55	0.52	409	28.2	229	1.23	4.26	0.26	6.71	83.61	12.22	12.7	4.51	10.06	Moderate
5.83	1.11	6.3	169	11.24	190	0.88	3.58	0.26	6.46	89.65	10.32	6.85	11.5	14.92	Moderate
5.83	1.11	6.3	169	11.24	190	0.88	3.58	0.26	6.46	89.65	10.32	6.85	11.5	14.92	Moderate
5.84	3.53	2.91	401	20.2	448	2.38	12.2	0.83	5.7	79.8	15.9	11.3	3.45	6.27	Very High
5.84	1.39	7.85	177	58.74	106	1.92	5.04	0.69	2.93	87.17	12.52	12.52	3.54	16.77	Very High
5.84	3.53	2.91	401	20.2	448	2.38	12.2	0.83	5.7	79.8	15.9	11.3	3.45	6.27	Very High
5.84	1.39	7.85	177	58.74	106	1.92	5.04	0.69	2.93	87.17	12.52	12.52	3.54	16.77	Very High
5.84	3.53	2.91	401	20.2	448	2.38	12.2	0.83	5.7	79.8	15.9	11.3	3.45	6.27	Very High
5.84	2.61	3.74	154	10.11	181	0.73	3.28	0.49	5.47	95.32	4.14	6.51	5.11	10.76	Moderate
5.84	2.61	3.74	154	10.11	181	0.73	3.28	0.49	5.47	95.32	4.14	6.51	5.11	10.76	Moderate
5.84	2.61	3.74	154	10.11	181	0.73	3.28	0.49	5.47	95.32	4.14	6.51	5.11	10.76	Moderate
5.85	2.81	2.89	492	47.33	310	1.09	8.13	0.92	2.82	80.88	7.73	7.73	3.62	6.65	Very High
5.85	2.81	2.89	492	47.33	310	1.09	8.13	0.92	2.82	80.88	7.73	7.73	3.62	6.65	Very High
5.85	2.19	1.75	245	21.39	240	0.9	3.22	0.77	3.62	90.59	13.64	8.65	6.04	15.45	High
5.85	3.19	4.79	258	29.12	231	1.3	3.99	0.28	5.74	86.54	10.79	7.04	5.54	8.4	High
5.85	2.13	4.59	275	26.55	214	1.83	4.74	0.56	2.85	71.23	6.6	8.21	9.01	8.78	High
5.85	2.13	4.59	275	26.55	214	1.83	4.74	0.56	2.85	71.23	6.6	8.21	9.01	8.78	High
5.85	1.41	5.02	201	15.01	290	1.6	8.81	0.63	1.48	80.73	3.67	7.7	7.95	16.2	High
5.85	2.19	1.75	245	21.39	240	0.9	3.22	0.77	3.62	90.59	13.64	8.65	6.04	15.45	High
5.85	3.19	4.79	258	29.12	231	1.3	3.99	0.28	5.74	86.54	10.79	7.04	5.54	8.4	High
5.85	2.13	4.59	275	26.55	214	1.83	4.74	0.56	2.85	71.23	6.6	8.21	9.01	8.78	High
5.86	3.31	0.98	221	29.15	192	1.48	3.41	0.72	4.07	78.64	8.89	8.89	13.73	24.34	Very High
5.86	3.31	0.98	221	29.15	192	1.48	3.41	0.72	4.07	78.64	8.89	8.89	13.73	24.34	Very High
5.86	3.22	5.25	245	22.22	250	0.85	6.26	0.7	5.84	92.12	7.34	13.85	3.35	3.39	High
5.86	0.96	2.48	455	17.99	243	0.68	4.05	0.49	4.52	74.81	11.97	6.78	16.58	13.66	High
5.86	3.22	5.25	245	22.22	250	0.85	6.26	0.7	5.84	92.12	7.34	13.85	3.35	3.39	High
5.86	0.96	2.48	455	17.99	243	0.68	4.05	0.49	4.52	74.81	11.97	6.78	16.58	13.66	High
5.86	1.12	3.7	354	55.17	385	0.24	7.5	0.84	2.47	71.82	9.7	11.94	18.37	2.77	High
5.86	3.22	5.25	245	22.22	250	0.85	6.26	0.7	5.84	92.12	7.34	13.85	3.35	3.39	High
5.86	0.96	2.48	455	17.99	243	0.68	4.05	0.49	4.52	74.81	11.97	6.78	16.58	13.66	High
5.87	2.45	3.77	376	19.5	480	0.91	9.6	0.34	6.4	79.3	20	9.7	4.76	9.03	Very High
5.87	2.45	3.77	376	19.5	480	0.91	9.6	0.34	6.4	79.3	20	9.7	4.76	9.03	Very High
5.87	2.45	3.77	376	19.5	480	0.91	9.6	0.34	6.4	79.3	20	9.7	4.76	9.03	Very High
5.87	2.92	2.86	14	11.55	39	0.25	2.94	0.49	3.4	68.35	6.84	11.25	8.97	8.96	Low
5.87	2.92	2.86	14	11.55	39	0.25	2.94	0.49	3.4	68.35	6.84	11.25	8.97	8.96	Low
5.87	2.92	2.86	11	9.05	29	0.35	2.04	0.49	3.4	58.35	6.84	5.25	6.47	6.56	Very Low
5.87	2.92	2.86	11	9.05	29	0.35	2.04	0.49	3.4	58.35	6.84	5.25	6.47	6.56	Very Low
5.87	1.59	2.15	301	24.65	185	1.08	5.18	0.56	7.05	73.93	11.18	12.9	2.95	12.53	High
5.87	2.92	2.86	214	31.55	239	1.25	2.94	0.49	3.4	78.35	10.84	11.25	8.97	6.96	High
5.87	1.59	2.15	301	24.65	185	1.08	5.18	0.56	7.05	73.93	11.18	12.9	2.95	12.53	High
5.87	2.92	2.86	214	31.55	239	1.25	2.94	0.49	3.4	78.35	10.84	11.25	8.97	6.96	High
5.87	2.92	2.86	114	31.55	139	0.25	2.94	0.49	3.4	78.35	10.84	11.25	8.97	8.96	Moderate
5.87	2.92	2.86	114	31.55	139	0.25	2.94	0.49	3.4	78.35	10.84	11.25	8.97	8.96	Moderate
5.87	2.92	2.86	114	31.55	139	0.25	2.94	0.49	3.4	78.35	10.84	11.25	8.97	8.96	Moderate
5.87	2.92	2.86	114	31.55	139	0.25	2.94	0.49	3.4	78.35	10.84	11.25	8.97	8.96	Moderate
5.88	7.08	5.13	334	20.5	370	0.76	6.2	0.37	8.2	84.7	9.1	6.2	16.19	2.14	Very High
5.88	2.75	2.85	459	31.48	281	1	7.61	0.49	4.18	85.79	13.26	13.26	12.89	3.23	Very High
5.88	7.08	5.13	334	20.5	370	0.76	6.2	0.37	8.2	84.7	9.1	6.2	16.19	2.14	Very High
5.88	2.75	2.85	459	31.48	281	1	7.61	0.49	4.18	85.79	13.26	13.26	12.89	3.23	Very High
5.88	7.08	5.13	334	20.5	370	0.76	6.2	0.37	8.2	84.7	9.1	6.2	16.19	2.14	Very High
5.88	5.28	6.44	203	48.1	112	0.48	10.65	0.32	7.28	98	16.3	12	3.8	15.4	Very High
5.88	2.75	2.85	459	31.48	281	1	7.61	0.49	4.18	85.79	13.26	13.26	12.89	3.23	Very High
5.88	3.86	3.73	212	17.95	219	0.56	6.54	0.34	3.06	88.52	10.42	13.82	3.67	22.26	High
5.88	3.86	3.73	212	17.95	219	0.56	6.54	0.34	3.06	88.52	10.42	13.82	3.67	22.26	High
5.89	0.92	6.72	476	15.8	228	0.89	10.1	0.92	6.7	79	9.2	11.8	2.51	7.69	Very High
5.89	0.92	6.72	476	15.8	228	0.89	10.1	0.92	6.7	79	9.2	11.8	2.51	7.69	Very High
5.89	0.92	6.72	476	15.8	228	0.89	10.1	0.92	6.7	79	9.2	11.8	2.51	7.69	Very High
5.89	0.76	3.6	26	15.87	35	1.36	4.63	0.68	6.57	73.43	3.23	14.11	9.65	8.18	Low
5.89	3.2	2.34	142	20.56	84	0.3	4.28	0.84	1.4	74.81	14.61	11.53	2.24	4.66	Low
5.89	0.76	3.6	26	15.87	35	1.36	4.63	0.68	6.57	73.43	3.23	14.11	9.65	8.18	Low
5.89	3.2	2.34	142	20.56	84	0.3	4.28	0.84	1.4	74.81	14.61	11.53	2.24	4.66	Low
5.89	0.76	3.6	16	10.67	25	1.36	4.63	0.38	3.57	43.43	3.23	5.11	4.65	8.18	Very Low
5.89	3.2	2.34	22	12.46	24	0.3	1.28	0.84	1.4	44.81	14.61	11.53	2.24	4.66	Very Low
5.89	3.2	2.34	22	12.46	24	0.3	1.28	0.84	1.4	44.81	14.61	11.53	2.24	4.66	Very Low
5.89	3.16	1.53	271	29.09	231	1.39	3.76	0.53	4.28	83.81	8.99	7.71	9.92	10.01	High
5.89	3.66	5.22	298	21.94	213	1.35	2.49	0.28	6.45	77.16	6.7	8.51	7.2	8.33	High
5.89	3.66	5.22	298	21.94	213	1.35	2.49	0.28	6.45	77.16	6.7	8.51	7.2	8.33	High
5.89	3.16	1.53	271	29.09	231	1.39	3.76	0.53	4.28	83.81	8.99	7.71	9.92	10.01	High
5.9	10.91	1.23	364	35	279	0.48	6.4	0.79	5.7	95.3	6.8	8.9	6.72	12.81	Very High
5.9	10.91	1.23	364	35	279	0.48	6.4	0.79	5.7	95.3	6.8	8.9	6.72	12.81	Very High
5.9	10.91	1.23	364	35	279	0.48	6.4	0.79	5.7	95.3	6.8	8.9	6.72	12.81	Very High
5.9	1.79	4.5	293	14.74	238	1.8	5.68	0.55	3.87	85.21	9.15	9.36	6.47	7.72	High
5.9	1.35	2.91	226	23.73	222	0.79	8.19	0.56	2.98	83.45	8.71	10.87	9.41	8.5	High
5.9	1.79	4.5	293	14.74	238	1.8	5.68	0.55	3.87	85.21	9.15	9.36	6.47	7.72	High
5.91	1.78	2.19	287	28.79	257	1.48	3.59	0.73	4.56	70.85	16.82	7.15	5.54	7.55	High
5.91	1.78	2.19	287	28.79	257	1.48	3.59	0.73	4.56	70.85	16.82	7.15	5.54	7.55	High
5.91	1.13	3.13	195	22.16	372	0.89	2.86	0.48	4.76	76.09	9.68	14.86	11.17	15.59	High
5.91	1.78	2.19	287	28.79	257	1.48	3.59	0.73	4.56	70.85	16.82	7.15	5.54	7.55	High
5.92	1.79	4.18	123	36.96	209	1.22	8.45	0.67	5.53	91.15	8.66	14.5	14.07	11.39	Very High
5.92	1.79	4.18	123	36.96	209	1.22	8.45	0.67	5.53	91.15	8.66	14.5	14.07	11.39	Very High
5.92	1.79	4.18	123	36.96	209	1.22	8.45	0.67	5.53	91.15	8.66	14.5	14.07	11.39	Very High
5.92	1.83	2.38	65	17.39	21	0.29	2.37	0.45	2.62	62.37	8.78	6.78	7.23	5.02	Low
5.92	1.83	2.38	65	17.39	21	0.29	2.37	0.45	2.62	62.37	8.78	6.78	7.23	5.02	Low
5.92	1.83	2.38	25	13.29	11	0.19	2.37	0.35	2.62	52.37	8.78	6.78	7.23	5.02	Very Low
5.92	2.18	5.23	132	55.03	305	1.88	2.66	0.67	3.22	74.78	3.43	12.02	9.18	5.76	High
5.92	2.18	5.23	132	55.03	305	1.88	2.66	0.67	3.22	74.78	3.43	12.02	9.18	5.76	High
5.92	2.18	5.23	132	55.03	305	1.88	2.66	0.67	3.22	74.78	3.43	12.02	9.18	5.76	High
5.93	8.07	6.12	305	17	264	0.46	6.1	0.46	6.7	88.4	3.7	7.9	17.3	3.74	Very High
5.93	3.53	7.1	389	16.66	296	0.85	7.43	0.52	2.19	88.11	7.08	7.08	6.82	9.86	Very High
5.93	4.91	4.42	250	27.48	264	0.28	2.64	0.26	3.81	85.33	14.33	13.44	10.39	18.19	Very High
5.93	8.07	6.12	305	17	264	0.46	6.1	0.46	6.7	88.4	3.7	7.9	17.3	3.74	Very High
5.93	3.53	7.1	389	16.66	296	0.85	7.43	0.52	2.19	88.11	7.08	7.08	6.82	9.86	Very High
5.93	4.91	4.42	250	27.48	264	0.28	2.64	0.26	3.81	85.33	14.33	13.44	10.39	18.19	Very High
5.93	8.07	6.12	305	17	264	0.46	6.1	0.46	6.7	88.4	3.7	7.9	17.3	3.74	Very High
5.93	2.13	3.87	42	18.8	20	0.03	4.26	0.73	6.05	98.78	16.46	12.25	8.18	5.49	Low
5.93	1.67	0.7	35	16.26	38	0.82	2.1	0.48	6.46	64.27	7.2	9.88	5.98	3.34	Low
5.93	2.13	3.87	42	18.8	20	0.03	4.26	0.73	6.05	98.78	16.46	12.25	8.18	5.49	Low
5.93	1.67	0.7	35	16.26	38	0.82	2.1	0.48	6.46	64.27	7.2	9.88	5.98	3.34	Low
5.93	2.13	1.87	12	18.8	20	0.03	4.26	0.73	6.05	58.78	6.46	8.25	6.18	5.49	Very Low
5.93	1.37	0.27	15	6.26	18	0.62	2.1	0.48	6.46	54.27	7.2	6.88	5.98	3.34	Very Low
5.93	2.68	2.07	235	26.99	294	0.56	5.99	0.82	7.99	73.34	8.55	8.4	6.02	8.87	High
5.93	2.68	2.07	235	26.99	294	0.56	5.99	0.82	7.99	73.34	8.55	8.4	6.02	8.87	High
5.93	1.97	4.13	211	24.09	220	1.86	4.23	0.34	7.54	75.51	8.75	14.57	6.7	3.88	High
5.94	0.55	6.4	10	11.52	24	0.71	7.44	0.76	4.15	64.16	10.68	10.75	2.71	3.71	Low
5.94	2.51	1.73	16	11.41	18	0.73	3.63	0.53	4.56	92.82	10.28	9.83	18.44	17.71	Low
5.94	0.55	6.4	10	11.52	24	0.71	7.44	0.76	4.15	64.16	10.68	10.75	2.71	3.71	Low
5.94	2.51	1.73	16	11.41	18	0.73	3.63	0.53	4.56	92.82	10.28	9.83	18.44	17.71	Low
5.94	1.51	0.53	15	8.41	14	0.53	2.63	0.53	4.56	52.82	7.28	7.83	8.44	7.71	Very Low
5.94	0.55	2.4	10	9.52	12	0.71	7.44	0.76	4.15	54.06	6.28	10.75	2.71	3.71	Very Low
5.94	1.51	0.53	15	8.41	14	0.53	2.63	0.53	4.56	52.82	7.28	7.83	8.44	7.71	Very Low
5.94	2.63	2.32	275	34.37	248	1.09	8.74	0.24	1.1	92.96	10.71	14.1	7.14	9.05	High
5.94	2.51	1.73	206	51.41	298	0.73	3.63	0.53	2.56	92.82	8.28	9.83	18.44	7.71	High
